resume_text,category
"Full Stack Developer with 17+ years of experience specializing in AWS, SQL, Git.
Skills: AWS, SQL, Git
Experience: 17 years as Full Stack Developer. Improved processes resulting in measurable gains. Collaborated across teams to achieve business goals. Analyzed data to drive decision-making.
Education: High School",software
"Business Development with 7+ years of experience specializing in Salesforce, Lead Generation, Prospecting.
Skills: Salesforce, Lead Generation, Prospecting, Negotiation, CRM
Experience: 7 years as Business Development. Led a team to deliver projects on time and within budget. Analyzed data to drive decision-making.
Education: PhD",sales
"Software Engineer with 0+ years of experience specializing in AWS, SQL, REST.
Skills: AWS, SQL, REST, C++, Kubernetes, Python, Docker, Linux
Experience: 0 years as Software Engineer. Improved processes resulting in measurable gains. Analyzed data to drive decision-making. Collaborated across teams to achieve business goals.
Education: Associate",software
"HR Generalist with 15+ years of experience specializing in Interviewing, Recruitment, HRIS.
Skills: Interviewing, Recruitment, HRIS, Employee Relations, Onboarding
Experience: 15 years as HR Generalist. Designed and implemented key features and services.
Education: High School",hr
"Product Designer with 3+ years of experience specializing in Illustrator, UX Research, Figma.
Skills: Illustrator, UX Research, Figma, Sketch, Prototyping, Adobe Photoshop
Experience: 3 years as Product Designer. Designed and implemented key features and services. Improved processes resulting in measurable gains. Collaborated across teams to achieve business goals.
Education: High School",design
"Investment Analyst with 11+ years of experience specializing in Excel, SQL, Accounting.
Skills: Excel, SQL, Accounting
Experience: 11 years as Investment Analyst. Designed and implemented key features and services.
Education: Associate",finance
"Backend Developer with 13+ years of experience specializing in C++, Python, Git.
Skills: C++, Python, Git, Docker, REST, Java, Kubernetes
Experience: 13 years as Backend Developer. Analyzed data to drive decision-making.
Education: Associate",software
"HR Manager with 6+ years of experience specializing in Recruitment, Interviewing, Onboarding.
Skills: Recruitment, Interviewing, Onboarding, Employee Relations
Experience: 6 years as HR Manager. Analyzed data to drive decision-making. Improved processes resulting in measurable gains. Designed and implemented key features and services.
Education: Bachelor's",hr
"Growth Marketer with 9+ years of experience specializing in SEO, Social Media, Copywriting.
Skills: SEO, Social Media, Copywriting, Content Marketing, Google Analytics, Email Marketing
Experience: 9 years as Growth Marketer. Designed and implemented key features and services. Led a team to deliver projects on time and within budget.
Education: High School",marketing
"SRE with 19+ years of experience specializing in C++, Linux, Docker.
Skills: C++, Linux, Docker, Kubernetes, SQL, REST
Experience: 19 years as SRE. Analyzed data to drive decision-making. Led a team to deliver projects on time and within budget. Designed and implemented key features and services.
Education: Bachelor's",software
"Growth Marketer with 15+ years of experience specializing in Copywriting, SEO, Google Analytics.
Skills: Copywriting, SEO, Google Analytics, Content Marketing, Social Media, Email Marketing
Experience: 15 years as Growth Marketer. Designed and implemented key features and services. Analyzed data to drive decision-making.
Education: High School",marketing
"HR Manager with 5+ years of experience specializing in HRIS, Interviewing, Employee Relations.
Skills: HRIS, Interviewing, Employee Relations, Onboarding, Recruitment
Experience: 5 years as HR Manager. Led a team to deliver projects on time and within budget. Improved processes resulting in measurable gains. Collaborated across teams to achieve business goals.
Education: Master's",hr
"Product Designer with 1+ years of experience specializing in Figma, UX Research, Prototyping.
Skills: Figma, UX Research, Prototyping, Adobe Photoshop, Illustrator, Sketch
Experience: 1 years as Product Designer. Analyzed data to drive decision-making.
Education: Bachelor's",design
"Marketing Specialist with 1+ years of experience specializing in Social Media, Copywriting, Content Marketing.
Skills: Social Media, Copywriting, Content Marketing, Email Marketing, SEO, Google Analytics
Experience: 1 years as Marketing Specialist. Analyzed data to drive decision-making. Led a team to deliver projects on time and within budget.
Education: High School",marketing
"HR Generalist with 6+ years of experience specializing in Employee Relations, Recruitment, Interviewing.
Skills: Employee Relations, Recruitment, Interviewing, Onboarding, HRIS
Experience: 6 years as HR Generalist. Collaborated across teams to achieve business goals. Led a team to deliver projects on time and within budget.
Education: Associate",hr
"Data Scientist with 17+ years of experience specializing in Python, TensorFlow, scikit-learn.
Skills: Python, TensorFlow, scikit-learn, Pandas, Data Visualization, NumPy
Experience: 17 years as Data Scientist. Led a team to deliver projects on time and within budget. Designed and implemented key features and services. Collaborated across teams to achieve business goals.
Education: Bachelor's",data_science
"Investment Analyst with 8+ years of experience specializing in Forecasting, Excel, Accounting.
Skills: Forecasting, Excel, Accounting, Risk Analysis, SQL
Experience: 8 years as Investment Analyst. Designed and implemented key features and services. Analyzed data to drive decision-making.
Education: Associate",finance
"Account Manager with 19+ years of experience specializing in Salesforce, Negotiation, CRM.
Skills: Salesforce, Negotiation, CRM, Prospecting, Lead Generation
Experience: 19 years as Account Manager. Analyzed data to drive decision-making. Collaborated across teams to achieve business goals. Improved processes resulting in measurable gains.
Education: Bachelor's",sales
"ML Engineer with 9+ years of experience specializing in scikit-learn, R, TensorFlow.
Skills: scikit-learn, R, TensorFlow, NumPy
Experience: 9 years as ML Engineer. Led a team to deliver projects on time and within budget. Designed and implemented key features and services. Analyzed data to drive decision-making.
Education: High School",data_science
"Accountant with 14+ years of experience specializing in Accounting, Financial Modeling, Forecasting.
Skills: Accounting, Financial Modeling, Forecasting, Risk Analysis, SQL, Excel
Experience: 14 years as Accountant. Designed and implemented key features and services.
Education: High School",finance
"Data Analyst with 13+ years of experience specializing in SQL, R, TensorFlow.
Skills: SQL, R, TensorFlow, Python, Data Visualization, scikit-learn, ML
Experience: 13 years as Data Analyst. Collaborated across teams to achieve business goals. Designed and implemented key features and services.
Education: Master's",data_science
"Accountant with 16+ years of experience specializing in SQL, Risk Analysis, Accounting.
Skills: SQL, Risk Analysis, Accounting, Financial Modeling, Forecasting, Excel
Experience: 16 years as Accountant. Analyzed data to drive decision-making. Collaborated across teams to achieve business goals. Led a team to deliver projects on time and within budget.
Education: High School",finance
"Visual Designer with 10+ years of experience specializing in Prototyping, UX Research, Sketch.
Skills: Prototyping, UX Research, Sketch, Adobe Photoshop, Figma, Illustrator
Experience: 10 years as Visual Designer. Analyzed data to drive decision-making. Led a team to deliver projects on time and within budget.
Education: Bachelor's",design
"ML Engineer with 19+ years of experience specializing in Data Visualization, scikit-learn, NumPy.
Skills: Data Visualization, scikit-learn, NumPy, SQL, TensorFlow
Experience: 19 years as ML Engineer. Collaborated across teams to achieve business goals.
Education: Associate",data_science
"Marketing Specialist with 0+ years of experience specializing in SEO, Copywriting, Email Marketing.
Skills: SEO, Copywriting, Email Marketing, Google Analytics, Social Media, Content Marketing
Experience: 0 years as Marketing Specialist. Led a team to deliver projects on time and within budget. Designed and implemented key features and services.
Education: High School",marketing
